;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
1265;08_eirene;The number of the controller selected shall then be used to establish the call.;{}
1266;08_eirene;If no selection is made by the user within 10 seconds the radio shall abandon the call attempt.;{}
1267;08_eirene;Once an appropriate number has been obtained, the radio shall attempt to establish a call to this number with railway operation priority.;{}
1268;08_eirene;An audible and visual indication shall be provided to the user that the call is proceeding.;{}
1269;08_eirene;When the call is connected to the controller, an audible and visual indication shall be provided to the user.;{}
1270;08_eirene;The functional identity of the connected party, if available, shall be displayed to the user.;{}
1271;08_eirene;Where available, an alphanumeric description of the identity of the connected party shall be displayed.;{}
1272;08_eirene;If the system is not able to connect the call, an audible and visual indication shall be provided to the user.;{}
1273;08_eirene;The Railway emergency call shall be able to be initiated using a single red button (see section 13).;{}
1274;08_eirene;It should be possible, as a maintenance function, to enable/disable the emergency call function.;{}
1275;08_eirene;"If the emergency call function is disabled, a visual indication and short audible indication shall be given when: the radio is switched on; the emergency button is pushed (in this case nothing else will happen).";{}
1276;08_eirene;An audible and visual indication of an incoming call shall be provided.;{}
1277;08_eirene;Where available, the functional identity of the calling party shall be displayed.;{}
1278;08_eirene;A short audible and visual indication of the incoming call shall be provided.;{}
1279;08_eirene;The group identity of the voice group call (VBS or VGCS) shall be displayed.;{}
1280;08_eirene;If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call.;{}
1281;08_eirene;If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.;{}
1282;08_eirene;In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.;{}
1283;08_eirene;The user may not speak in a group call until permission is granted by the network after using the PTT function.;{}
1284;08_eirene;In a group call, an audible and visual indication of whether the request was successful shall be provided. The user may then talk whilst the PTT function is used.;{}
1285;08_eirene;If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.;{}
1286;08_eirene;Reception of this call shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided.;{}
1287;08_eirene;The radio shall provide a means for the user to terminate calls which he is authorised to terminate (ie all calls except broadcast or group calls not initiated by the user).;{}
1288;08_eirene;The Operational radio should provide facilities to support shunting mode as described in section 14.;{}
1289;08_eirene;If shunting mode is implemented, a means to enter and leave shunting mode shall be provided.;{}
1290;08_eirene;If shunting mode is implemented, the functionality to enter or leave shunting mode shall not be available whilst there are on-going calls involving the Operational radio.;{}
1291;08_eirene;If shunting mode is implemented, the link assurance tone shall be provided via the loudspeaker.;{}
1292;08_eirene;A means to enter/leave the direct mode of operation should be provided (see section 15).;{}
